date,rms_binned_rv,rms_binned_rv_corrected,rms_binned_rv_to_line,num_binned_obs
2021-01-01,0.7819672823847893,0.5215179538760812,0.48425584159410984,35
2021-01-02,0.5297135350749796,0.34054689006316086,0.29336465132761236,20
2021-01-03,0.3217665440246693,0.4577733417624235,0.3100399560393156,32
2021-01-04,0.647393631006725,0.44073842178382083,0.43851588248798884,36
2021-01-05,0.6607201812960795,0.44642372515798356,0.30637806087902264,21
2021-01-06,0.5689531569656695,0.313785608697361,0.29903310644030756,21
2021-01-07,0.3771775753736756,0.43570875320293634,0.3691314996765514,26
2021-01-08,0.38534648666901244,0.3370130716711075,0.32970583836141193,14
2021-01-09,0.5616731369842053,0.39321904877538305,0.3921043869093466,38
2021-01-10,0.5603964385100177,0.3670160750374905,0.36701556212247055,37
2021-01-11,0.40348451173389116,0.3112925159623097,0.29446988686199493,32
2021-01-12,0.7862202301033663,0.46130334014941055,0.3915379893707126,27
2021-01-15,0.553945677796505,0.3799901609451773,0.3794448141720251,39
2021-01-16,0.5586165899056855,0.3585110300558575,0.3583562951257157,32
2021-01-17,0.8978507109288463,0.5848651742478967,0.48068537552118884,29
2021-01-23,0.4094854949033437,0.4245255414711761,0.40925342957044386,8
2021-01-29,0.2930501547368364,0.28703553527555853,0.28654619517429636,7
2021-01-30,0.45635730239857475,0.3846865001180345,0.3798682220077886,28
2021-01-31,0.6194569379011736,0.4527441523878035,0.42676904030812446,15
2021-02-03,0.4373117916332759,0.5563610787760614,0.4372062194889974,16
2021-02-04,0.7184211636402541,0.560914691020498,0.5524362085789057,26
2021-02-05,0.4876629272778592,0.31758497710792866,0.26675468515410317,21
2021-02-06,0.5251976625335598,0.43570096750604104,0.428725540301273,33
2021-02-08,0.469759583844371,0.42783052294490914,0.40595896298915707,33
2021-02-09,0.5231299265022704,0.5294051555124591,0.5188000788576844,10
2021-02-10,0.34960198160969336,0.3334471831491422,0.32911266966341624,15
2021-02-11,0.5265882775427805,0.40733244606206875,0.4071596509124747,40
2021-02-12,0.904450893970796,0.5792452620565028,0.37751753512401914,34
2021-02-14,0.44609637841399974,0.49577610876981265,0.43764901411782237,36
2021-02-17,0.20450042968884263,0.18538456314361498,0.08059057752517229,3
2021-02-18,0.5986141879963679,0.4862143802372239,0.4860952054151124,29
2021-02-20,0.5377306850168666,0.4041682753100134,0.39541179515593555,25
2021-02-21,0.6644280786781114,0.4661424944394043,0.3691799701713256,23
2021-02-22,0.4611057334802673,0.5624236578900902,0.45944721938286875,26
2021-02-23,0.38844875995287714,0.33488967385991186,0.3317347714491191,17
2021-02-24,0.3792915546085296,0.30346566249311363,0.2942163728134706,34
2021-02-25,0.43179576616181703,0.542498718047836,0.431367082924295,32
2021-02-26,0.520759687254951,0.6668142956289084,0.29843480279106066,9
2021-02-27,0.5361902104333196,0.4552952924140652,0.4352250258034512,13
2021-03-01,0.29874359658062966,0.30291541831230984,0.2686808802677932,18
2021-03-02,0.5276155053645293,0.3716433016711398,0.36600963563598155,25
2021-03-03,0.5819722778694643,0.4403945390690573,0.2791110127604859,9
2021-03-04,0.0,0.0,0.0,1
2021-03-05,0.43608442354117694,0.4926905896624091,0.43487713485612084,28
2021-03-06,0.4704387610318945,0.5113085785483588,0.458948724982186,27
2021-03-10,0.5891450850057708,0.4199299313078284,0.3888581272522173,29
2021-03-11,0.36316127734923326,0.3668931231848915,0.35870711474921607,7
2021-03-12,0.339984933091935,0.2910924238419653,0.20203917100991836,4
2021-03-14,0.3400458986216671,0.384351127380482,0.3367726049838076,34
2021-03-17,0.3393245513242055,0.2596399441106646,0.2575456465255863,19
2021-03-20,0.4304112480736255,0.5257082960954246,0.42552519776493114,34
2021-03-21,0.36355975872791674,0.354657820889111,0.3382150109620185,4
2021-03-22,0.34319893742700386,0.31588665596115,0.30651952736201926,38
2021-03-23,0.41897610019546433,0.37712975472722765,0.35419399185680045,18
2021-03-26,0.2923747772072298,0.3136824520907732,0.29228400288324075,20
2021-03-27,0.4358730375580177,0.35283499429219406,0.3498490670138316,35
2021-03-28,0.4432128039697133,0.422715872023007,0.4178244276493616,38
2021-03-30,0.4584380310820001,0.4822878733308015,0.4558784361471456,37
2021-03-31,0.3536233921439946,0.4234133643635233,0.3529806734237064,37
2021-04-01,0.6161798344553935,0.6801800053762134,0.5629356896317178,23
2021-04-02,0.3680784735486799,0.38930546001584027,0.36268360639389535,35
2021-04-03,0.5870900871097534,0.5126056046983646,0.49960330160503436,39
2021-04-04,0.41663191640324615,0.422898866482141,0.40628092145905237,35
2021-04-13,0.4432712813668389,0.5283755818955717,0.32806183075075285,26
2021-04-17,0.3973926187274631,0.35950244602879267,0.3594978733327261,33
2021-04-18,0.4212909973423199,0.37603189177119667,0.3744655541390203,22
2021-04-19,0.5288834851223433,0.4580521938484745,0.4408136671624321,37
2021-04-20,0.2526750457257079,0.23866707207788354,0.03401349748729619,4
2021-04-21,0.38135328462283197,0.48057410734385037,0.32429219029771944,25
2021-04-22,0.23972518700961215,0.27453100278406095,0.10063839321907439,4
2021-04-23,0.5247301311625441,0.5674412575394818,0.5194015890948585,29
2021-04-24,0.41257076871984727,0.40221684793972545,0.4014568980794513,25
2021-04-25,0.4475272007870293,0.46046128855326124,0.44523968484149695,12
2021-04-28,0.0,0.0,0.0,1
2021-04-29,0.44057207621489436,0.38012049529742603,0.3668432522519957,35
2021-04-30,0.35797984708233993,0.38380873255483394,0.35769749844440146,22
2021-05-03,0.38794479327259485,0.3693275504113527,0.3684137041049327,39
2021-05-04,0.3958848854528803,0.3326019608694977,0.3176282570218657,27
2021-05-06,0.5397032467723955,0.478075150612784,0.4539946623582806,31
2021-05-07,0.40545402655613155,0.3780515607011721,0.3780221411587368,39
2021-05-10,0.43178362991236385,0.37180443288697285,0.3536292870949265,34
2021-05-11,0.45157776728420357,0.41496560052593545,0.4090275886780982,35
2021-05-12,0.4624208781554055,0.47925724073769926,0.4621911878857557,33
2021-05-13,0.29579407513264533,0.3252851937158343,0.29475959954884073,16
2021-05-14,0.4450449711093581,0.47103023051531234,0.44341898244196604,32
2021-05-16,0.37886721298995485,0.39543662903297655,0.37983729547191936,39
2021-05-17,0.49465417568394004,0.4688227856265267,0.4679076191003513,33
2021-05-19,0.47129754596373724,0.4712287587709648,0.4669553883936734,35
2021-05-20,0.33945020034960344,0.3426657240888204,0.3392141926460392,16
2021-05-21,0.3913545187549354,0.4486710217547742,0.37439049282611786,34
2021-05-22,0.43387638390079397,0.4781033111120153,0.4250489594220094,37
2021-05-26,0.30065521288393177,0.27596933205087587,0.2732825918418585,9
2021-05-27,0.3328603454729519,0.3664368899108882,0.33120094517160265,36
2021-05-28,0.3613872941595056,0.4027494096172795,0.35692767433557304,27
2021-05-29,0.4117014887847833,0.42367083499061536,0.4110734079188026,35
2021-05-30,0.5856088814245323,0.5255441915638835,0.48288102723590826,31
2021-05-31,0.4498941451605887,0.5598031885185186,0.29624390747690077,25
2021-06-01,0.373036375657778,0.36940924605537706,0.367674221546736,24
2021-06-02,0.4071165490961984,0.3583352777951909,0.34918711054066637,24
2021-06-03,0.34759621661081563,0.34053621961049485,0.33748823325806915,30
2021-06-04,0.4375931081184431,0.3790116593660681,0.3454942572305799,12
2021-06-05,0.4518557209248004,0.4503728726619257,0.446486281784002,34
2021-06-06,0.29906297937980664,0.30647975156480567,0.2949877740821674,20
2021-06-08,0.458907192267706,0.4360572084704263,0.4280200767505951,12
2021-06-09,0.20878987415895042,0.2043309400777676,0.19944258492994382,3
2021-06-10,0.3420633327811742,0.37335990829821347,0.33323073232366696,19
2021-06-11,0.40397569751039664,0.34807844463420456,0.3358245506501615,33
2021-06-12,0.40413684405772354,0.4656471826241811,0.3872881278678146,26
2021-06-13,0.6178872639271307,0.5444650843238816,0.492400588311032,22
2021-06-14,0.2662573843605435,0.2930819121439894,0.23660485422151808,9
2021-06-15,0.0,0.0,0.0,1
2021-06-16,0.3534304855277142,0.311093309470311,0.2508736383600368,10
2021-06-17,0.44198827726643,0.4165099281950671,0.41434994711078105,17
2021-06-18,0.4715438524926588,0.42854811420996614,0.3978142889975964,16
2021-06-19,0.45975737849488235,0.3949349805648945,0.2937527209379574,11
2021-06-20,0.5026166041196639,0.4394545150317478,0.4144398828865946,4
2021-06-21,0.36014000705009136,0.3856941057809145,0.3601915260652624,28
2021-06-24,0.4371864321510819,0.4438137865871518,0.4344794045470743,3
2021-06-25,0.3379411612422772,0.37073106704512604,0.33651110860610567,19
2021-06-26,0.31804901567813315,0.3301794684878913,0.3119891718663998,9
2021-06-27,0.35991365690686544,0.36912976855377655,0.3569638343336559,27
2021-06-30,0.3497114901643099,0.353727009801682,0.349716449842381,8
2021-07-01,0.22862388890963417,0.23642605693826907,0.22309712730966078,5
2021-07-10,0.3967881081168278,0.32345498978065435,0.31891370793585444,27
2021-07-11,0.39164666825869,0.3241815626382924,0.3122753733592855,21
2021-07-18,0.0,0.0,0.0,1
2021-07-28,0.5505864914326623,0.4146804730890211,0.396343020900933,33
2021-07-29,0.33085069690161556,0.3034407650444005,0.25686135264068855,7
2021-07-30,0.36661253242763153,0.3385808996127454,0.3015331234528847,9
2021-07-31,0.2677459723872744,0.2782030022471531,0.0,2
2021-08-02,0.4262126069126643,0.3676394004137131,0.3612896831650657,30
2021-08-07,0.4273300629048723,0.3842586129021863,0.3841220201251077,14
2021-08-13,0.4465264361150503,0.45904853347423114,0.0,2
2021-08-16,0.17181958802729014,0.14598328678880534,0.0,2
2021-08-21,0.6031627092783507,0.4647223467609877,0.3933290045141141,24
2021-08-22,0.4703060498327014,0.4305797886755668,0.4135140651707668,40
2021-08-23,0.6877397680511151,0.5006363859966159,0.4820887208141882,40
2021-08-24,0.4321363016254872,0.38861945457435926,0.3684949275275972,44
2021-08-25,0.31861429204315045,0.44056350969705654,0.3095855914802991,39
2021-08-26,0.42698969563831285,0.46535930462006625,0.4081102546890351,36
2021-08-27,0.4050556411096531,0.38747937370334473,0.38530484572340257,19
2021-08-29,0.6484344871392762,0.4569185471908698,0.37403893401054544,33
2021-09-04,0.7890832179590409,0.6586960132436643,0.6525009607519487,21
2021-09-16,0.3574207497984083,0.4199341492306616,0.3573358303966927,14
2021-09-17,0.44475177945433125,0.475864055710232,0.42059838836091756,8
2021-09-19,0.5505200988584988,0.6485035777694179,0.0,2
2021-09-20,0.4689721870660771,0.47287449704374085,0.41159334400604924,43
2021-09-21,0.3917778215763277,0.649258475753578,0.36428557492882047,41
2021-09-22,0.5685172284207313,0.44791188354820066,0.30726062052193803,6
2021-09-23,0.40935793801096554,0.3986800805392359,0.39746519702251276,14
2021-09-24,0.7178712002719284,0.2745653016321976,0.2637304687703737,5
2021-09-25,0.42113305013680113,0.5178209949153929,0.2194513015598914,12
2021-09-28,0.5250956683206771,0.4274370478857471,0.415604416021273,37
2021-09-29,0.3417876257689601,0.30553325532334186,0.3055206744623133,12
2021-09-30,0.6363269446432603,0.4456176127201098,0.3715873438287065,14
2021-10-01,1.1130138125818398,0.7626813041711152,0.7029815455797084,10
2021-10-28,0.4561343202288802,0.5483815647228965,0.4233068784140634,44
2021-10-29,0.5769355762112061,0.4726831372244939,0.4461203308327195,47
2021-10-30,1.0372494598743445,0.6735671942638226,0.5875759601931263,46
2021-10-31,0.5164813877909424,0.5380502553190557,0.45747647309301026,47
2021-11-01,0.5164885171164946,0.38170560101632534,0.38165092514994964,17
2021-11-02,0.4230983821141605,0.28292402152337887,0.2822293801969726,23
2021-11-03,0.5863271371448785,0.41244751692463866,0.4018085791357495,46
2021-11-04,0.3934320004021399,0.4564715128469712,0.33077848608422117,43
2021-11-05,0.6910763461517947,0.4111201461134112,0.4103658900373182,28
2021-11-06,0.5896344546721456,0.42914835183155947,0.416029982114839,48
2021-11-07,0.5355092427091563,0.422443728300742,0.41525288309360076,21
2021-11-08,0.47361905515998726,0.44675646231182137,0.41714609147497467,32
2021-11-09,0.554823210307929,0.33260866293473834,0.3212303195183069,29
2021-11-10,0.881622341461152,0.4291296114326924,0.30762156913838234,48
2021-11-11,0.7481892036856221,0.43475376275677785,0.42648762242994437,47
2021-11-12,0.7675423856912688,0.3734975355684598,0.3455754203555002,45
2021-11-13,0.8365284263584456,0.39467745628968404,0.3019579598634894,48
2021-11-14,0.7810989347888867,0.4209181621984228,0.4004658831736335,46
2021-11-15,0.6057203391980552,0.48402856288429585,0.47111065354836884,40
2021-11-16,0.5965260980798226,0.4325215125044493,0.31953244628256666,4
2021-11-18,0.8116760695404078,0.3930599904113464,0.34085266399948194,34
2021-11-19,0.5420545234784749,0.3926123880791214,0.375953573733756,26
2021-11-20,0.0,0.0,0.0,1
2021-11-22,0.019442025268915586,0.0008850344971733648,0.0,2
2021-11-23,0.0,0.0,0.0,1
2021-11-24,0.5987963003951321,0.28391320226264,0.21486919479376648,6
2021-11-25,0.6296602864443768,0.540717896511491,0.4101565273280668,4
2021-11-26,0.5384329651422081,0.37040867032532426,0.35021630361746897,44
2021-11-27,0.9808336474609468,0.6223433611738074,0.5388771358561552,44
2021-11-28,0.6958095662131529,0.43517276439908165,0.43416687287173644,45
2021-11-29,0.7188146508993887,0.37837672555975166,0.3621851276626358,44
2021-11-30,0.6696953164198127,0.3713404773836034,0.35997215031502316,37
2021-12-01,0.553786465649616,0.4509387774976613,0.4018277739109266,10
2021-12-02,0.7620510947482872,0.4551804433228052,0.4433816782809862,29
2021-12-03,0.8571391154239238,0.4544030496864418,0.354102551337571,45
2021-12-04,0.5821144641288775,0.41809928837525195,0.25834274247241495,5
2021-12-05,0.9351572376056771,0.5593295419768418,0.44891924565556324,44
2021-12-06,0.6977707102375708,0.3719814723933301,0.3502506611913132,39
2021-12-09,0.9439161305239736,0.1355275971201877,5.684341886080802e-14,2
2021-12-10,0.42311758788435605,0.3985010069735166,0.372270932556547,21
2021-12-11,0.7453781833542253,0.4116714773676329,0.37937380214726,42
2021-12-12,0.48654689759308606,0.48224468379820573,0.4190386000059556,41
2021-12-13,0.49436677755154124,0.3915680856276024,0.39142853936611344,6
2021-12-16,0.4621708274672563,0.3585836221881935,0.33416210578408595,41
2021-12-17,0.5688051700874659,0.38819420228857804,0.33880490699242544,9
2021-12-19,0.7329164424102299,0.4525372549503403,0.4391481103206782,37
2021-12-20,0.6123108398554877,0.24428449951983744,0.23334069385617912,31
2021-12-23,0.628170212650993,0.46635383781765444,0.465522520544247,25
2021-12-26,0.5305891010351721,0.3002319529790921,0.2832176161383306,3
2022-01-01,0.4077472830838987,0.3653146680271636,0.34849124572335194,29
2022-01-02,0.5272184046296713,0.4220113931885242,0.4083896225976056,43
2022-01-03,0.744253683733853,0.23900983327162253,0.21273053833279856,9
2022-01-04,0.6853167208561342,0.4626161514531497,0.4578029081931959,43
2022-01-05,0.6217124740618009,0.6109785895331039,0.575655994519726,43
2022-01-06,0.7052572011714311,0.5381243655283513,0.4525971338654039,10
2022-01-07,0.5016851565998497,0.364942336252389,0.3561046742198073,44
2022-01-09,0.5604551349376735,0.49389725387596156,0.48270075867478746,15
2022-01-10,0.7315559091620522,0.44604002769931445,0.4155225374104566,25
2022-01-13,0.19530694409681293,0.2882332895250668,0.19043109570472494,3
2022-01-14,0.19137063844457436,0.17454245535837676,0.15942233439054848,4
2022-01-16,0.23810354416650448,0.3129235366897336,0.20450977889251215,11
2022-01-17,0.45914709712625,0.4727286273884956,0.4382415805907405,31
2022-01-19,0.02822405611607337,0.11268247435674539,0.0,2
2022-01-20,0.8197806253478978,0.5277413688365948,0.47188370545760794,41
2022-01-21,0.4754913371310157,0.700421159099517,0.46556420690132083,42
2022-01-23,0.5824048748795873,0.44933836056243043,0.35515227423733303,12
