hour,Δrv
16.948424220085144,0.6529453052439749
17.077997379004955,0.4432029186486943
17.207547828555107,0.42367632960565516
17.33734016865492,0.8236263574964369
17.4672076664865,0.4890826726393698
17.59683844819665,1.3483556593962476
17.726390283554792,1.081702223617981
17.855983391404152,1.518474469196235
17.9857761785388,1.2644168747391404
18.115429278463125,0.7060626216688206
18.26361372694373,0.8987666233095979
18.393383838236332,0.43776358188745235
18.523041386157274,0.6018177532370146
18.652667619287968,0.20604190857397953
18.782232988625765,0.31264755842516934
18.91178483515978,-0.7862698090169715
19.041235618293285,0.49675442059742636
19.17079982534051,-0.7733027731110269
19.3003719560802,-0.8098550581673862
19.42994000762701,-0.5542173717715286
19.559505555778742,-0.6307978782126611
19.688819278031588,-0.13317495731291729
19.946169890463352,0.004526767374727569
20.075634721666574,-0.030643337305832574
20.20502856373787,-0.21740936683795553
20.33437344431877,-0.10750579026716878
20.46393743902445,-0.5965995165528284
20.593352895230055,-0.7176612619839489
20.7227325104177,-0.7246406151539304
20.851924382150173,-1.179336447369792
20.98134871199727,-1.095471437190099
21.11093683540821,-1.483084552949208
21.761828161776066,-0.026441968743483812
21.891447387635708,-0.9434182544666783
22.02116572111845,-0.9000336492429142
16.958209991455078,0.4718807501022866
17.087779887020588,0.6560321199281134
17.502588786184788,0.4234651147476143
17.63221611455083,1.008458533473572
17.76187738403678,0.4498300234180306
17.891771905124187,0.4346527894776955
18.021703608334064,-0.05064779782287587
18.27382417023182,-0.08624001421571847
18.403579272329807,0.3551401013744453
18.53335317224264,-0.1482794621180119
18.66324544698,0.3594213646439357
18.897122126072645,0.41615213035640863
19.026556994765997,-0.04200639272733042
19.15624561160803,-0.3845288431602967
19.285866055637598,-0.7250991186045894
19.415347672998905,-0.6760872968208105
19.54479766264558,-0.4348014207207598
19.837929993867874,-0.8037192376738176
19.967648059129715,-0.9238082885420908
20.097404547035694,-0.29981505511477735
16.945654772222042,0.5719020860495903
17.07504829019308,-0.21267280307688452
17.20473177731037,0.31256418275927444
17.33432439342141,-0.0804529241719365
17.46384722739458,0.24713670152482337
17.593356996774673,-0.039156928489433085
17.722844503819942,0.7241393646673941
17.85230627283454,0.2698636823064362
17.98184033855796,-0.16400103228295393
18.24598029255867,-0.5105406264276553
18.3753946647048,-0.17188649512740994
18.504920549690723,0.08867020556419902
18.634526386857033,0.5464218332208475
18.764044225215912,0.35234565162954823
18.89358577877283,-0.06517070415827675
19.023313231766224,0.18500094826288205
19.15281894430518,-0.45696597008759454
19.282202281057835,-0.5154780205056113
19.411859549582005,-0.14208105577438346
19.541378058493137,-0.4541511335328323
19.670835725963116,-0.15286768859323274
19.928426329046488,0.3505803223231396
20.058173440396786,-0.004320400000324298
20.18774326890707,-0.05504616902373982
20.317344166338444,-0.20610475483306345
20.576927326619625,-0.2536754925945388
20.706339061260223,-0.09233711537342515
21.301992662250996,0.54424958756465
